X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,Y
-0.9221653241776254,1.876795812558066,0.7569886166453519,0.2799686263198203,0.725766623898692,0.4810092317367132,1.355637858804951,-1.244654703311417,0.41343490322370086,0.8696059201056602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.70233835175529
-0.08310557262869477,-1.4575514994649306,-1.4063174636718339,-0.1601327955666404,-0.796025856803489,1.0760071385985983,0.7600559636896026,-0.7521564055905832,0.08243975293450329,-1.5047203740310022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.31800243596146
0.8108082731597821,-1.6624919880356743,-0.1343087414705478,-0.30803428418574125,-0.20922187374452778,-1.6834381922209503,-1.7485319732381808,1.1267051368275833,1.3043402428781525,0.793488720552213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.964765222178064
0.5366527525272862,-0.7567950885694608,-1.0469109826819396,0.45588777208160763,0.26859227886325693,1.5284684264125317,0.7189533106650667,1.5013336519554867,0.9960476858058164,1.185704154662997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.93931696898903
1.5327389130025777,-0.40122047188583626,0.5193465142411723,1.4511436077950417,0.18334200573835174,2.1898029332176723,0.40171172209894146,0.01259240078179486,0.6901439917111125,-0.1087601484568576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.258109403014235
1.1486373494287152,0.6931056072631441,0.20056919723094285,0.4365598041576678,2.0574954697116987,0.020793707675407894,0.06167984984797165,-0.3670278390833223,0.42881650033057295,-1.015821818978397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3125304451153
0.3571125715117464,-0.5017570435845365,-0.21967188783751193,-0.7020530938773524,0.26105527217988933,0.00511345664246089,-0.5182702182736474,0.32875110965968446,-0.8084936028931876,1.477894044741516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.04713907238063
-0.20358036010236177,-1.2239402667622565,-0.3791277409874871,-1.9937356425714554,0.4190190093660452,-0.7050118557584089,-1.0147567306928669,-0.7699732310586418,-0.6492775450660071,-0.5816809139486437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-310.25999141635737
0.7479102561175338,-0.9193845915864234,-1.9792998103757877,-0.46531045678005334,0.4676931717654332,1.0857863249393471,0.23924686411114954,-0.2860042218801108,2.0740826697499735,-1.0727430257398065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.98763282032597
-2.8962553781936893,-1.0399059271255309,0.9980101098596522,0.8700677306887542,-0.05761879703358539,0.2010990467149675,-0.13958962815517376,-1.0534155631736561,1.1081828167375165,2.0883747047807275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01090825069725
