X0,X1,Y
-0.9999681537693665,1.568511794326797,1
1.3261010940321878,1.467345073708668,1
-0.5998648715133765,-1.2669187468162,0
1.5389107507771917,0.020048030821331886,0
-0.9642012678640064,-0.22131492871985037,0
-0.299493709862255,0.0051353346471167405,1
0.6265468141713508,0.29123301013006,0
0.21376283512732341,0.05241861210967591,0
3.0057858449671846,0.9880626915133037,0
1.3015758684712002,2.970555701265805,1
1.0141273335353738,1.2879748819599164,1
0.5496199680065779,-0.17311841614015866,1
0.010959838909908926,1.377681131253484,1
0.6997980579394444,0.2560758528944226,0
0.06938167324563826,-0.8721760679097932,1
2.418949895871104,-1.4208927995370892,0
3.1172986050784934,0.3501031779931453,0
1.0252225684064404,0.155114140268658,1
-0.4323076381953096,-0.7539692507115088,0
-0.5625990422132205,0.9187314369480968,0
1.0559682519335118,2.471449187037373,1
0.21961348509975276,0.9696553430377814,1
-0.2099266282886154,-1.4061516951097621,1
1.9209960088879166,1.840428177066485,1
-1.3062091360604746,-1.9116795358514649,0
0.2871927987068101,0.9678554179481158,0
0.0752655458548886,0.5952900204406801,0
-0.5669591686128441,-1.1499422348345125,0
1.0401642011784455,0.9165230383234231,1
1.6536798054857555,3.163322206320934,1
0.9769112486422176,-0.599363505481096,0
1.615277510941967,-1.0964353765725707,0
1.1848983636798196,0.30125260531929055,1
0.9457024284995504,0.7922558570930323,1
-0.2720882662285907,0.8016279113195532,0
1.5734122310088159,1.677956247732284,1
-0.03508527702052977,-0.19103889574075728,0
0.03589965394828476,0.7563304864209457,0
1.5883782729468767,1.0521446075216383,1
0.8730853023007636,1.5588682811481147,1
-0.9043801880573517,1.7945477436939166,1
0.20104307232701107,0.7520805163992548,0
0.12220144617887224,-2.621909083375417,0
-0.07678492913009838,0.48184616150629456,1
1.962197495961358,0.3980886434410913,0
0.5756637440079228,0.8573444773196015,0
1.2099420891843278,-1.0479611233462474,0
-0.48804060580745257,1.0417821444570476,0
0.06949880048132923,-0.9034916551808931,1
-0.6933384578214961,-1.2005630914469088,0
3.025580675524305,1.437103866867081,0
-0.9528425645870073,0.4925455930355914,0
-0.421200596552573,0.05108918500425641,1
0.5249125481207908,-2.041547427814106,0
-1.2979378532393187,0.3613372088885729,0
1.9723241273489527,0.11619897274294255,0
1.150191330200385,1.6461190127790097,1
0.26927531116884784,-0.6513420108508485,0
0.12259974794986245,-0.49284212730051946,1
1.982774632572803,0.17392583060436023,1
-0.6379429621484805,-0.4221452413518797,1
-1.2357017951101579,-1.9120154237095242,0
2.9953694219501803,-0.042355183634690374,0
2.2705335716719404,0.8129346253874011,1
-0.00016787929668782287,-1.2070708199727285,0
-1.0113940905035548,-1.9081890736026297,0
0.7724129123738175,-0.9654560928634313,0
1.3326009937923438,2.076215645879802,1
2.0851345562192503,-1.0434071975585688,0
-0.09918397901307219,-1.2696559316782248,1
-0.12015322658177496,-1.9938085763601283,0
0.11903801526522567,-1.224578448461162,0
-1.3202022930979505,0.6785509628915902,0
0.09519329881165112,-0.4387710310697897,0
-0.011843358029811402,0.3748191825276809,1
1.0289732815540482,-0.5054415439285418,1
0.3515365084609612,-1.028528448213078,0
-1.6316810951114658,-0.6966775653297868,0
2.3007862368650516,0.14185849543990758,0
0.2134102523926732,1.4191021302956202,1
-0.12627304276186135,-0.6565317561974591,1
-0.5888658098395025,-1.4695403037627133,0
0.7861736920836289,-0.10404357085544674,0
1.1015709855873135,0.9689634278995012,1
-0.07456675876245356,0.19472072239251514,1
0.02376226934638609,2.2402294721917286,1
-1.7219982178951807,-0.2288611239319654,0
0.8452776935022084,0.6080822032916073,1
-0.4869580024044441,-1.372928981628288,1
0.04432826525393213,0.6068843220944874,1
1.315150886157825,1.7575120380855114,1
-0.9261364985658873,1.1858354180870503,0
0.008913135733573552,0.38040311389019243,0
2.2068012186503987,1.8487899026776102,1
1.2382646960940218,1.357567777538502,1
0.6610603762457671,-0.1406189896370914,0
1.5285468288181967,-0.22784069015033914,0
0.6134649013949994,-0.775099732681185,0
1.1904088061834037,0.371664046476045,1
0.8022421808411748,-0.22630666585823822,1
0.11470729091962151,-0.5858224767300553,0
1.5574608329783113,2.142685267776634,1
-0.5911810619635651,1.3520511083759457,1
2.494622877757548,-0.12154585406899698,0
0.380796356664722,0.9346428680180399,1
0.2996115917702348,1.0104502276491365,1
0.47729293274345597,1.3894475904789345,1
1.0600644804842312,-2.1355945718017946,0
0.6966724208170919,-0.0816145677185362,0
2.334544796050471,-1.8588809835112028,0
1.716632653958237,-0.1834150410111995,0
-0.5518155663010462,-0.6979936199137234,0
-1.5738596362511124,-0.5781790476277163,0
-1.502541423217202,-0.2669939128435831,0
1.0505935751284614,0.1450900845559413,0
-0.4515615833761444,-0.01595191333775292,1
1.185196900448788,1.7980169346882737,1
1.4709515533450528,-0.24131441997466108,0
-0.5895209047834453,2.338714487457047,0
0.3100767732201676,-0.3489153033357668,1
-0.20313795695563175,-1.89245267819219,1
1.1257910714439303,1.5706309048319251,1
1.4163358376343154,0.6170705143949492,1
1.3214539899836955,-0.4665063916678596,0
0.20366435949801237,-0.39502939010509364,1
-0.09020387320196432,-0.6247822204201963,1
-0.022759095882846192,0.4441051563294584,1
0.16814013678715656,-1.7709388138714568,0
-0.7705629879094089,-3.2705602873364503,1
-0.3938896108596841,-0.05822386356482978,1
0.16498993096754383,0.36204355651371356,1
1.1401751747130384,0.5951576966743808,1
-0.33958607635587135,-0.08215572245629721,0
0.0997162041801598,-1.5915336616002176,0
0.602049176538559,0.5423581760999293,1
0.09219327782703746,1.1336713314630882,1
0.5360449936083285,0.7293595574311582,1
0.42017184650489026,0.751972216375169,1
0.05612935442423361,2.2258857757104744,1
-0.6915894878077722,-1.1524534937695325,1
-0.8746856027104122,-1.451524622978346,0
-0.13675343939167017,-1.9920697164718544,0
2.1828114601298516,-0.8319563241323203,0
1.496300750413159,-1.1064565117302483,0
0.6175537027458811,0.4833866284620806,0
2.037627058178585,0.5109437752805861,0
0.6115757889468421,-0.10900467475009257,1
1.030207237106156,0.432106041620527,0
0.3442876491000823,-0.45271877851345155,1
